datetime,open,high,low,close,volume
2023-11-24,0.4067,0.79,0.4067,0.6484,148464853.9
2023-11-25,0.6489,0.6541,0.5722,0.602,89503285.6
2023-11-26,0.6022,0.6274,0.5318,0.5642,80665340.3
2023-11-27,0.5644,0.5671,0.4861,0.518,85608967.8
2023-11-28,0.518,0.546,0.4795,0.5319,95219838.5
2023-11-29,0.5321,0.5601,0.4925,0.5038,71696537.5
2023-11-30,0.5036,0.5113,0.48,0.4929,48599090.7
2023-12-01,0.4929,0.525,0.4858,0.5052,61855056.4
2023-12-02,0.5048,0.588,0.4988,0.555,84525200.4
2023-12-03,0.555,0.589,0.5163,0.5399,77459467.7
2023-12-04,0.5399,0.5736,0.4704,0.5443,84020451.1
2023-12-05,0.5444,0.5745,0.5077,0.5329,113211465.3
2023-12-06,0.5329,0.5534,0.4925,0.4989,85986405.8
2023-12-07,0.4989,0.5091,0.4666,0.5047,70262794.7
2023-12-08,0.5045,0.5127,0.491,0.5115,49409666.2
2023-12-09,0.5117,0.5288,0.495,0.5009,52591158.2
2023-12-10,0.5009,0.5419,0.498,0.53,74953328.8
2023-12-11,0.53,0.5324,0.435,0.4793,68662113.3
2023-12-12,0.4791,0.4893,0.451,0.4629,50100220.8
2023-12-13,0.4629,0.4699,0.4261,0.4633,56323595.9
2023-12-14,0.4632,0.4775,0.4347,0.4731,47513846.2
2023-12-15,0.4731,0.4735,0.4318,0.4337,34978977.2
2023-12-16,0.434,0.4648,0.426,0.448,35342805.4
2023-12-17,0.4478,0.4796,0.435,0.4536,48831205.8
2023-12-18,0.4537,0.4632,0.391,0.4536,68360951.6
2023-12-19,0.4535,0.5442,0.4458,0.5166,142038562.6
2023-12-20,0.5166,0.5495,0.4895,0.5228,89167015.0
2023-12-21,0.5227,0.5515,0.5075,0.5145,63189139.1
2023-12-22,0.5147,0.5464,0.4863,0.5201,69632108.9
2023-12-23,0.5203,0.5517,0.5131,0.5332,67187447.1
2023-12-24,0.533,0.5361,0.494,0.5207,31109109.9
2023-12-25,0.5208,0.5378,0.5064,0.5305,31002231.0
2023-12-26,0.5302,0.5565,0.4406,0.5174,66331355.4
2023-12-27,0.5174,0.5202,0.4883,0.5042,26148919.9
2023-12-28,0.504,0.5164,0.4757,0.482,38557227.9
2023-12-29,0.482,0.4978,0.4621,0.4857,34990163.8
2023-12-30,0.4857,0.49,0.4631,0.4774,14311892.1
2023-12-31,0.4774,0.4841,0.4478,0.4633,16640483.2
2024-01-01,0.4633,0.4913,0.458,0.4904,15622897.7
2024-01-02,0.4902,0.533,0.4825,0.497,50239563.3
2024-01-03,0.497,0.5856,0.428,0.5251,173445273.2
2024-01-04,0.5252,0.5463,0.495,0.5274,88311923.4
2024-01-05,0.5276,0.5298,0.4652,0.4931,48788694.1
2024-01-06,0.4931,0.4933,0.4388,0.461,32311888.8
2024-01-07,0.4609,0.4747,0.4248,0.4317,29768400.0
2024-01-08,0.4317,0.4636,0.3852,0.4587,49836462.3
2024-01-09,0.4586,0.48,0.4268,0.467,51389929.4
2024-01-10,0.4672,0.55,0.4484,0.5256,110160484.0
2024-01-11,0.5259,0.5977,0.5186,0.5619,114013753.2
2024-01-12,0.5619,0.6529,0.545,0.5907,174717646.0
2024-01-13,0.5906,0.6377,0.5425,0.602,125572927.5
2024-01-14,0.6018,0.6151,0.5446,0.5481,77540477.5
2024-01-15,0.5481,0.6544,0.5473,0.6183,108220874.3
2024-01-16,0.6189,0.735,0.6189,0.7112,196783926.2
2024-01-17,0.7113,0.719,0.6534,0.6728,97189300.7
